Date,Algerian dinar   (DZD),Australian dollar   (AUD),Bahrain dinar   (BHD),Bolivar Fuerte   (VEF),Botswana pula   (BWP),Brazilian real   (BRL),Brunei dollar   (BND),Canadian dollar   (CAD),Chilean peso   (CLP),Chinese yuan   (CNY),Colombian peso   (COP),Czech koruna   (CZK),Danish krone   (DKK),Euro   (EUR),Hungarian forint   (HUF),Icelandic krona   (ISK),Indian rupee   (INR),Indonesian rupiah   (IDR),Iranian rial   (IRR),Israeli New Shekel   (ILS),Japanese yen   (JPY),Kazakhstani tenge   (KZT),Korean won   (KRW),Kuwaiti dinar   (KWD),Libyan dinar   (LYD),Malaysian ringgit   (MYR),Mauritian rupee   (MUR),Mexican peso   (MXN),Nepalese rupee   (NPR),New Zealand dollar   (NZD),Norwegian krone   (NOK),Omani rial   (OMR),Pakistani rupee   (PKR),Peruvian sol   (PEN),Philippine peso   (PHP),Polish zloty   (PLN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Singapore dollar   (SGD),South African rand   (ZAR),Sri Lankan rupee   (LKR),Swedish krona   (SEK),Swiss franc   (CHF),Thai baht   (THB),Trinidadian dollar   (TTD),Tunisian dinar   (TND),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD),Uruguayan peso   (UYU),Bolivar Soberano   (VES)
2021-05-12,133.46,1.28,0.376,248209.92,10.72,5.23,1.33,1.21,700.04,6.44,3703.2,21.06,6.14,0.83,319.17,125.66,73.44,14542.0,14436.0,3.28,108.85,417.75,1119.1,0.3,4.4222,4.13,40.67,20.09,74.85,1.38,8.27,0.38,209.9129,3.69,47.87,3.75,3.64,74.04,3.75,1.33,13.98,227.6487,8.32,0.9,31.22,6.76,2.9125,3.67,0.71,1.0,44.06,3690.9495
2021-05-13,133.46,1.3,0.376,248209.92,10.74,5.28,1.33,1.21,707.19,6.45,3734.09,21.17,6.13,0.83,319.2,125.67,73.41,14542.0,14437.0,3.3,109.61,417.8,1123.5,0.3,4.4225,4.13,40.69,20.05,74.86,1.39,8.26,0.38,209.9681,3.68,47.86,3.77,3.64,74.36,3.75,1.33,14.16,227.7082,8.35,0.9,31.33,6.76,2.9126,3.67,0.71,1.0,44.17,3690.9495
2021-05-14,133.47,1.29,0.376,248209.92,10.75,5.27,1.33,1.21,708.64,6.43,3728.09,21.02,6.13,0.82,319.23,125.67,73.37,14542.0,14437.0,3.28,109.6,417.85,1130.6,0.3,4.4227,4.13,40.69,19.85,74.86,1.39,8.25,0.38,210.0233,3.67,47.85,3.74,3.64,74.0,3.75,1.34,14.1,227.7677,8.38,0.9,31.36,6.76,2.9127,3.67,0.71,1.0,44.18,3690.9495
2021-05-15,133.47,1.29,0.376,248209.92,10.76,5.27,1.33,1.21,706.82,6.43,3716.78,21.01,6.13,0.82,319.26,125.68,73.33,14542.0,14438.0,3.28,109.54,417.9,1130.23,0.3,4.423,4.13,40.69,19.83,74.87,1.39,8.24,0.38,210.0785,3.68,47.84,3.73,3.64,73.95,3.75,1.34,14.13,227.8272,8.37,0.9,31.38,6.76,2.9128,3.67,0.71,1.0,44.15,3690.9495
2021-05-16,133.47,1.29,0.376,248209.92,10.76,5.27,1.33,1.21,704.99,6.44,3705.46,21.01,6.13,0.82,319.28,125.69,73.28,14542.0,14438.0,3.28,109.49,417.95,1129.87,0.3,4.4233,4.13,40.69,19.82,74.88,1.39,8.22,0.38,210.1337,3.69,47.83,3.73,3.64,73.9,3.75,1.34,14.15,227.8867,8.36,0.9,31.4,6.75,2.9129,3.67,0.71,1.0,44.12,3690.9495
2021-05-17,133.47,1.29,0.376,248209.92,10.76,5.27,1.33,1.21,703.17,6.44,3694.15,21.0,6.12,0.82,319.31,125.69,73.24,14542.0,14439.0,3.28,109.43,418.0,1129.5,0.3,4.4236,4.13,40.69,19.8,74.89,1.38,8.21,0.38,210.1888,3.7,47.82,3.73,3.64,73.85,3.75,1.34,14.18,227.9462,8.35,0.9,31.43,6.75,2.913,3.67,0.71,1.0,44.08,3690.9495
2021-05-18,133.38,1.28,0.376,248209.92,10.72,5.26,1.33,1.21,715.62,6.43,3682.84,20.81,6.08,0.82,319.34,125.7,73.04,14542.0,14440.0,3.27,109.2,418.05,1133.0,0.3,4.4238,4.13,40.73,19.83,74.89,1.38,8.19,0.38,210.244,3.72,47.82,3.7,3.64,73.7,3.75,1.33,13.99,228.0057,8.3,0.9,31.46,6.75,2.9131,3.67,0.7,1.0,44.05,3690.9495
2021-05-19,133.42,1.28,0.376,248209.92,10.7,5.28,1.33,1.21,713.63,6.43,3655.74,20.84,6.09,0.82,319.36,125.71,72.97,14542.0,14440.0,3.26,108.99,418.1,1133.0,0.3,4.4241,4.13,40.66,19.81,74.9,1.38,8.28,0.38,210.2992,3.74,47.86,3.71,3.64,73.68,3.75,1.33,14.05,228.0651,8.29,0.9,31.44,6.74,2.9132,3.67,0.71,1.0,44.15,3690.9495
2021-05-20,133.45,1.29,0.376,248209.92,10.73,5.29,1.33,1.21,715.31,6.44,3682.66,20.91,6.09,0.82,319.39,125.71,73.12,14542.0,14441.0,3.26,109.23,418.15,1133.1,0.3,4.4244,4.14,40.66,19.88,74.91,1.39,8.34,0.38,210.3544,3.74,47.83,3.71,3.64,73.6,3.75,1.33,14.05,228.1246,8.33,0.9,31.39,6.76,2.9132,3.67,0.71,1.0,44.05,3690.9495
2021-05-21,133.35,1.29,0.376,248209.92,10.7,5.3,1.33,1.21,715.58,6.44,3721.57,20.88,6.1,0.82,319.42,125.72,73.02,14542.0,14441.0,3.26,108.86,418.2,1132.2,0.3,4.4247,4.14,40.62,19.88,74.91,1.39,8.32,0.38,210.4096,3.75,47.92,3.68,3.64,73.58,3.75,1.33,13.92,228.1841,8.3,0.9,31.39,6.77,2.9133,3.67,0.7,1.0,44.03,3690.9495
2021-05-22,133.33,1.29,0.376,248209.92,10.7,5.31,1.33,1.21,715.86,6.43,3727.11,20.86,6.09,0.82,319.44,125.73,72.98,14542.0,14442.0,3.26,108.9,418.25,1130.43,0.3,4.4249,4.14,40.65,19.88,74.92,1.39,8.32,0.38,210.4648,3.76,47.91,3.68,3.64,73.56,3.75,1.33,13.93,228.2436,8.31,0.9,31.39,6.77,2.9134,3.67,0.7,1.0,44.01,3690.9495
2021-05-23,133.31,1.29,0.376,248209.92,10.7,5.31,1.33,1.21,716.13,6.43,3732.65,20.84,6.08,0.82,319.47,125.74,72.94,14542.0,14442.0,3.26,108.93,418.3,1128.67,0.3,4.4252,4.14,40.68,19.87,74.93,1.39,8.32,0.38,210.52,3.78,47.9,3.68,3.64,73.54,3.75,1.33,13.95,228.3031,8.31,0.9,31.38,6.77,2.9135,3.67,0.71,1.0,43.99,3690.9495
2021-05-24,133.29,1.29,0.376,248209.92,10.7,5.31,1.33,1.21,716.41,6.43,3738.19,20.83,6.07,0.82,319.5,125.74,72.9,14542.0,14443.0,3.26,108.97,418.35,1126.9,0.3,4.4255,4.14,40.7,19.87,74.94,1.39,8.32,0.38,210.5752,3.79,47.9,3.68,3.64,73.53,3.75,1.33,13.96,228.3626,8.31,0.9,31.38,6.77,2.9136,3.67,0.71,1.0,43.97,3690.9495
2021-05-25,133.27,1.29,0.376,248209.92,10.66,5.31,1.33,1.21,727.09,6.41,3736.8,20.75,6.06,0.82,319.52,125.75,72.8,14542.0,14443.0,3.24,108.83,418.39,1127.6,0.3,4.4258,4.14,40.69,19.88,74.94,1.39,8.31,0.38,210.6304,3.83,48.02,3.65,3.64,73.4,3.75,1.33,13.83,228.4221,8.27,0.9,31.34,6.78,2.9137,3.67,0.71,1.0,43.94,3690.9495
2021-05-26,133.31,1.28,0.376,248209.92,10.64,5.32,1.33,1.21,734.75,6.39,3735.41,20.81,6.08,0.82,319.55,125.76,72.72,14542.0,14444.0,3.25,108.8,418.44,1122.8,0.3,4.426,4.14,40.7,19.88,74.95,1.38,8.32,0.38,210.6855,3.84,48.08,3.67,3.64,73.47,3.75,1.33,13.84,228.4816,8.28,0.89,31.31,6.76,2.9138,3.67,0.71,1.0,43.85,3690.9495
2021-05-27,133.48,1.29,0.376,248209.92,10.63,5.28,1.32,1.21,732.82,6.38,3747.48,20.86,6.1,0.82,319.58,125.76,72.64,14542.0,14445.0,3.25,109.2,418.49,1118.6,0.3,4.4263,4.14,40.65,19.95,74.96,1.37,8.36,0.38,210.7407,3.84,48.02,3.69,3.64,73.46,3.75,1.32,13.74,228.5411,8.31,0.9,31.28,6.76,2.9139,3.67,0.71,1.0,43.78,3690.9495
2021-05-28,133.47,1.29,0.376,248209.92,10.62,5.26,1.32,1.21,730.68,6.38,3741.04,20.85,6.09,0.82,319.6,125.77,72.67,14542.0,14445.0,3.25,109.24,418.54,1117.58,0.3,4.4266,4.14,40.68,19.94,74.96,1.37,8.34,0.38,210.7959,3.84,47.96,3.69,3.64,73.41,3.75,1.32,13.75,228.6005,8.3,0.9,31.26,6.76,2.914,3.67,0.71,1.0,43.76,3690.9495
2021-05-29,133.45,1.29,0.376,248209.92,10.62,5.24,1.32,1.21,728.54,6.37,3734.6,20.85,6.09,0.82,319.63,125.78,72.69,14542.0,14446.0,3.24,109.28,418.59,1116.56,0.3,4.4269,4.13,40.71,19.93,74.97,1.37,8.32,0.38,210.8511,3.84,47.9,3.68,3.64,73.37,3.75,1.32,13.75,228.66,8.29,0.9,31.24,6.75,2.9141,3.67,0.71,1.0,43.74,3690.9495
2021-05-30,133.44,1.29,0.376,248209.92,10.61,5.21,1.32,1.21,726.39,6.37,3728.16,20.84,6.09,0.82,319.66,125.78,72.72,14542.0,14446.0,3.24,109.32,418.64,1115.54,0.3,4.4271,4.13,40.74,19.92,74.98,1.37,8.31,0.38,210.9063,3.84,47.84,3.67,3.64,73.33,3.75,1.32,13.76,228.7195,8.29,0.9,31.22,6.75,2.9142,3.67,0.71,1.0,43.72,3690.9495
2021-05-31,133.43,1.29,0.376,248209.92,10.61,5.19,1.32,1.21,724.25,6.37,3721.72,20.84,6.09,0.82,319.69,125.79,72.74,14542.0,14447.0,3.24,109.36,418.69,1114.52,0.3,4.4274,4.13,40.77,19.9,74.98,1.37,8.29,0.38,210.9615,3.84,47.78,3.67,3.64,73.28,3.75,1.32,13.77,228.779,8.28,0.9,31.2,6.75,2.9143,3.67,0.71,1.0,43.7,3690.9495
2021-06-01,133.42,1.29,0.376,248209.92,10.6,5.16,1.32,1.2,722.11,6.37,3715.28,20.83,6.08,0.82,319.71,125.8,72.77,14542.0,14447.0,3.24,109.4,418.74,1113.5,0.3,4.4277,4.12,40.8,19.89,74.99,1.37,8.27,0.38,211.0167,3.84,47.72,3.66,3.64,73.24,3.75,1.32,13.78,228.8385,8.27,0.9,31.18,6.74,2.9144,3.67,0.71,1.0,43.68,3690.9495
2021-06-02,133.5,1.29,0.376,248209.92,10.64,5.11,1.32,1.21,721.52,6.39,3671.38,20.89,6.1,0.82,319.74,125.81,73.21,14542.0,14448.0,3.25,109.62,418.79,1107.0,0.3,4.428,4.13,40.83,19.93,75.0,1.38,8.32,0.38,211.0719,3.86,47.67,3.67,3.64,73.5,3.75,1.32,13.78,228.898,8.27,0.9,31.16,6.73,2.9145,3.67,0.71,1.0,43.63,3690.9495
2021-06-03,133.59,1.29,0.376,248209.92,10.56,5.09,1.32,1.21,720.44,6.4,3642.29,20.9,6.1,0.82,319.77,125.81,73.12,14542.0,14448.0,3.25,109.61,418.84,1110.3,0.3,4.4282,4.12,40.84,19.93,75.01,1.38,8.33,0.38,211.1271,3.85,47.82,3.68,3.64,73.26,3.75,1.32,13.53,228.9575,8.29,0.9,31.2,6.73,2.9146,3.67,0.71,1.0,43.7,3690.9495
2021-06-04,133.88,1.31,0.376,248209.92,10.62,5.07,1.33,1.21,719.93,6.41,3657.41,21.0,6.14,0.83,319.79,125.82,73.03,14542.0,14449.0,3.26,110.25,418.89,1111.8,0.3,4.4285,4.13,40.82,19.93,75.01,1.4,8.38,0.38,211.1822,3.82,47.81,3.69,3.64,73.27,3.75,1.33,13.64,229.017,8.34,0.9,31.24,6.74,2.9147,3.67,0.71,1.0,43.59,3690.9495
2021-06-05,133.82,1.3,0.376,248209.92,10.59,5.06,1.33,1.21,718.99,6.4,3645.36,20.96,6.13,0.82,319.82,125.83,72.96,14542.0,14449.0,3.26,110.02,418.94,1113.7,0.3,4.4288,4.13,40.82,19.89,75.02,1.4,8.34,0.38,211.2374,3.84,47.8,3.68,3.64,73.16,3.75,1.33,13.58,229.0765,8.32,0.9,31.22,6.74,2.9148,3.67,0.71,1.0,43.58,3690.9495
2021-06-06,133.75,1.3,0.376,248209.92,10.56,5.05,1.33,1.21,718.06,6.4,3633.3,20.92,6.12,0.82,319.85,125.83,72.88,14542.0,14450.0,3.25,109.78,418.99,1115.6,0.3,4.4291,4.12,40.82,19.84,75.03,1.39,8.3,0.38,211.2926,3.86,47.8,3.67,3.64,73.04,3.75,1.33,13.52,229.136,8.31,0.9,31.22,6.74,2.9149,3.67,0.71,1.0,43.58,3690.9495
2021-06-07,133.69,1.29,0.376,248209.92,10.54,5.05,1.32,1.21,717.12,6.39,3621.25,20.88,6.11,0.82,319.87,125.84,72.81,14542.0,14451.0,3.25,109.55,419.03,1117.5,0.3,4.4293,4.12,40.82,19.8,75.03,1.39,8.26,0.38,211.3478,3.88,47.8,3.67,3.64,72.93,3.75,1.32,13.46,229.1954,8.29,0.9,31.2,6.74,2.915,3.67,0.71,1.0,43.57,3690.9495
2021-06-08,133.61,1.29,0.376,248209.92,10.57,5.05,1.32,1.21,716.06,6.39,3609.2,20.85,6.1,0.82,319.9,125.85,72.84,14542.0,14451.0,3.24,109.4,419.08,1111.2,0.3,4.4296,4.12,40.83,19.77,75.04,1.38,8.25,0.38,211.403,3.88,47.69,3.67,3.64,72.83,3.75,1.32,13.53,229.2549,8.27,0.9,31.21,6.74,2.9151,3.67,0.71,1.0,43.53,3690.9495
2021-06-09,133.56,1.29,0.376,248209.92,10.58,5.05,1.32,1.21,717.82,6.39,3597.18,20.81,6.1,0.82,319.93,125.85,72.98,14542.0,14452.0,3.24,109.45,419.13,1113.7,0.3,4.4299,4.12,40.86,19.69,75.05,1.39,8.24,0.38,211.4582,3.88,47.69,3.65,3.64,72.08,3.75,1.32,13.53,229.3144,8.27,0.9,31.16,6.72,2.9152,3.67,0.71,1.0,43.56,3690.9495
2021-06-10,133.67,1.29,0.376,248209.92,10.64,5.06,1.32,1.21,718.98,6.39,3588.41,20.86,6.11,0.82,319.95,125.86,72.99,14542.0,14452.0,3.24,109.62,419.18,1115.8,0.3,4.4302,4.12,40.88,19.7,75.06,1.39,8.31,0.38,211.5134,3.88,47.74,3.68,3.64,72.2,3.75,1.32,13.65,229.3739,8.28,0.9,31.14,6.76,2.9153,3.67,0.71,1.0,43.59,3690.9495
2021-06-11,133.62,1.29,0.376,248209.92,10.57,5.12,1.32,1.21,720.77,6.39,3589.86,20.9,6.13,0.82,319.98,125.87,72.98,14542.0,14453.0,3.24,109.4,419.23,1115.0,0.3,4.4304,4.11,40.95,19.88,75.06,1.39,8.32,0.38,211.5686,3.9,47.73,3.68,3.64,71.68,3.75,1.32,13.57,229.4334,8.25,0.9,31.08,6.75,2.9153,3.67,0.71,1.0,43.69,3690.9495
2021-06-12,133.72,1.29,0.376,248209.92,10.6,5.1,1.32,1.22,720.61,6.39,3598.9,20.93,6.14,0.83,320.01,125.88,73.05,14542.0,14453.0,3.24,109.52,419.28,1113.73,0.3,4.4307,4.11,40.97,19.89,75.07,1.39,8.32,0.38,211.6237,3.9,47.72,3.69,3.64,71.72,3.75,1.32,13.64,229.4929,8.27,0.9,31.1,6.74,2.9154,3.67,0.71,1.0,43.67,3690.9495
2021-06-13,133.81,1.29,0.376,248209.92,10.63,5.08,1.33,1.22,720.44,6.4,3607.94,20.96,6.14,0.83,320.03,125.88,73.12,14542.0,14454.0,3.25,109.65,419.33,1112.47,0.3,4.431,4.12,40.98,19.9,75.08,1.4,8.32,0.38,211.6789,3.9,47.72,3.7,3.64,71.76,3.75,1.33,13.72,229.5524,8.29,0.9,31.11,6.74,2.9155,3.67,0.71,1.0,43.65,3690.9495
2021-06-14,133.91,1.29,0.376,248209.92,10.66,5.06,1.33,1.22,720.28,6.4,3616.98,20.98,6.14,0.83,320.06,125.89,73.19,14542.0,14454.0,3.25,109.77,419.38,1111.2,0.3,4.4313,4.12,41.0,19.91,75.08,1.4,8.32,0.38,211.7341,3.9,47.71,3.72,3.64,71.79,3.75,1.33,13.79,229.6119,8.32,0.9,31.12,6.74,2.9156,3.67,0.71,1.0,43.63,3690.9495
2021-06-15,133.76,1.3,0.376,248209.92,10.65,5.04,1.33,1.22,719.17,6.4,3626.02,21.02,6.14,0.83,320.09,125.9,73.28,14542.0,14455.0,3.24,110.08,419.43,1116.4,0.3,4.4315,4.12,41.0,19.98,75.09,1.4,8.33,0.38,211.7893,3.9,47.83,3.73,3.64,71.83,3.75,1.33,13.8,229.6714,8.31,0.9,31.13,6.74,2.9157,3.67,0.71,1.0,43.64,3690.9495
2021-06-16,133.8,1.3,0.376,248209.92,10.67,5.02,1.33,1.22,725.11,6.4,3693.35,21.01,6.13,0.82,320.11,125.9,73.37,14542.0,14455.0,3.25,110.1,419.48,1117.8,0.3,4.4318,4.12,41.12,20.06,75.1,1.4,8.35,0.38,211.8445,3.89,47.96,3.73,3.64,72.03,3.75,1.33,13.94,229.7308,8.34,0.91,31.18,6.75,2.9158,3.67,0.71,1.0,43.71,3690.9495
2021-06-17,133.96,1.31,0.376,248209.92,10.78,5.04,1.34,1.23,726.62,6.43,3690.56,21.37,6.23,0.84,320.14,125.91,73.73,14542.0,14456.0,3.26,110.68,419.53,1117.7,0.3,4.4321,4.13,41.12,20.43,75.11,1.41,8.54,0.38,211.8997,3.91,48.13,3.79,3.64,72.5,3.75,1.34,14.09,229.7903,8.51,0.91,31.34,6.76,2.9159,3.67,0.72,1.0,43.78,3690.9495
2021-06-18,134.02,1.33,0.376,248209.92,10.83,5.03,1.34,1.24,735.69,6.44,3730.45,21.45,6.25,0.84,320.17,125.92,74.14,14542.0,14457.0,3.26,110.29,419.58,1129.5,0.3,4.4323,4.14,41.19,20.7,75.11,1.43,8.65,0.38,211.9549,3.94,48.37,3.82,3.64,72.22,3.75,1.34,14.12,229.8498,8.56,0.92,31.4,6.77,2.916,3.67,0.72,1.0,43.81,3690.9495
2021-06-19,134.08,1.33,0.376,248209.92,10.86,5.03,1.34,1.24,738.31,6.45,3738.22,21.47,6.25,0.84,320.2,125.92,74.14,14542.0,14457.0,3.27,110.27,419.63,1130.4,0.3,4.4326,4.14,41.21,20.67,75.12,1.43,8.64,0.38,212.0101,3.94,48.37,3.82,3.64,72.55,3.75,1.34,14.17,229.9093,8.58,0.92,31.45,6.77,2.9161,3.67,0.72,1.0,43.77,3690.9495
2021-06-20,134.15,1.33,0.376,248209.92,10.89,5.03,1.34,1.24,740.93,6.46,3746.0,21.49,6.25,0.84,320.22,125.93,74.15,14542.0,14458.0,3.27,110.25,419.67,1131.3,0.3,4.4329,4.15,41.22,20.63,75.13,1.43,8.64,0.38,212.0653,3.95,48.38,3.82,3.64,72.87,3.75,1.34,14.22,229.9688,8.61,0.92,31.51,6.77,2.9162,3.67,0.72,1.0,43.73,3690.9495
2021-06-21,134.21,1.33,0.376,248209.92,10.92,5.04,1.35,1.24,743.55,6.47,3753.77,21.5,6.25,0.84,320.25,125.94,74.15,14542.0,14458.0,3.27,110.23,419.72,1132.2,0.3,4.4332,4.15,41.24,20.6,75.13,1.44,8.63,0.38,212.1204,3.95,48.39,3.82,3.64,73.2,3.75,1.35,14.26,230.0283,8.63,0.92,31.56,6.77,2.9163,3.67,0.72,1.0,43.69,3690.9495
2021-06-22,134.27,1.33,0.376,248209.92,10.89,5.02,1.35,1.24,746.17,6.47,3758.08,21.46,6.25,0.84,320.28,125.95,74.13,14542.0,14459.0,3.26,110.38,419.77,1135.4,0.3,4.4334,4.15,41.25,20.57,75.14,1.43,8.59,0.38,212.1756,3.97,48.63,3.81,3.64,73.17,3.75,1.35,14.31,230.0878,8.55,0.92,31.66,6.78,2.9164,3.67,0.72,1.0,43.58,3690.9495
2021-06-23,134.33,1.33,0.376,248209.92,10.88,4.95,1.35,1.23,749.34,6.48,3784.45,21.26,6.22,0.84,320.3,125.95,74.37,14542.0,14459.0,3.26,110.75,419.82,1132.4,0.3,4.4337,4.16,41.26,20.25,75.15,1.43,8.51,0.38,212.2308,3.97,48.72,3.79,3.64,72.67,3.75,1.35,14.18,230.1473,8.48,0.92,31.8,6.78,2.9165,3.67,0.72,1.0,43.42,3690.9495
2021-06-24,134.36,1.32,0.376,248209.92,10.87,4.93,1.35,1.23,735.13,6.48,3773.11,21.3,6.23,0.84,320.33,125.96,74.24,14542.0,14460.0,3.26,111.06,419.87,1135.6,0.3,4.434,4.17,41.29,20.05,75.15,1.42,8.52,0.38,212.286,3.98,48.79,3.8,3.64,72.33,3.75,1.35,14.23,230.2068,8.47,0.92,31.9,6.78,2.9166,3.67,0.72,1.0,43.46,3690.9495
2021-06-25,134.33,1.32,0.376,248209.92,10.86,4.92,1.34,1.23,731.1,6.45,3770.35,21.32,6.22,0.84,320.36,125.97,74.18,14542.0,14460.0,3.26,110.98,419.92,1135.8,0.3,4.4343,4.16,41.31,19.79,75.16,1.41,8.48,0.38,212.3412,3.98,48.84,3.77,3.64,72.17,3.75,1.34,14.11,230.2662,8.47,0.92,31.78,6.76,2.9167,3.67,0.72,1.0,43.48,3690.9495
2021-06-26,134.35,1.32,0.376,248209.92,10.86,4.93,1.34,1.23,731.39,6.45,3759.91,21.35,6.23,0.84,320.38,125.97,74.19,14542.0,14461.0,3.26,110.88,419.97,1133.47,0.3,4.4345,4.16,41.34,19.8,75.17,1.41,8.5,0.38,212.3964,3.96,48.75,3.78,3.64,72.17,3.75,1.34,14.16,230.3257,8.47,0.92,31.82,6.76,2.9168,3.67,0.72,1.0,43.5,3690.9495
2021-06-27,134.37,1.32,0.376,248209.92,10.86,4.93,1.34,1.23,731.67,6.46,3749.47,21.38,6.24,0.84,320.41,125.98,74.19,14542.0,14462.0,3.26,110.79,420.02,1131.13,0.3,4.4348,4.15,41.37,19.8,75.18,1.41,8.52,0.38,212.4516,3.94,48.66,3.78,3.64,72.17,3.75,1.34,14.21,230.3852,8.47,0.92,31.86,6.76,2.9169,3.67,0.72,1.0,43.52,3690.9495
2021-06-28,134.4,1.32,0.376,248209.92,10.86,4.94,1.34,1.23,731.96,6.46,3739.03,21.41,6.24,0.84,320.44,125.99,74.2,14542.0,14462.0,3.26,110.69,420.07,1128.8,0.3,4.4351,4.15,41.39,19.8,75.18,1.41,8.54,0.38,212.5068,3.92,48.57,3.78,3.64,72.18,3.75,1.34,14.26,230.4447,8.47,0.92,31.9,6.76,2.917,3.67,0.72,1.0,43.55,3690.9495
2021-06-29,134.49,1.32,0.376,248209.92,10.89,4.94,1.34,1.24,732.25,6.46,3713.17,21.44,6.26,0.84,320.46,125.99,74.22,14542.0,14463.0,3.26,110.52,420.12,1129.9,0.3,4.4354,4.15,42.13,19.82,75.19,1.42,8.57,0.38,212.562,3.89,48.6,3.79,3.64,72.37,3.75,1.34,14.35,230.5042,8.53,0.92,32.01,6.75,2.9171,3.67,0.72,1.0,43.47,3690.9495
2021-06-30,134.58,1.33,0.376,248209.92,10.92,5.0,1.34,1.24,735.28,6.46,3756.67,21.44,6.26,0.84,320.49,126.0,74.35,14542.0,14463.0,3.26,110.5,420.17,1130.0,0.3,4.4356,4.15,42.63,19.91,75.2,1.43,8.56,0.38,212.6171,3.85,48.54,3.8,3.64,72.72,3.75,1.34,14.29,230.5637,8.51,0.92,32.05,6.75,2.9172,3.67,0.72,1.0,43.58,3690.9495
2021-07-01,134.79,1.34,0.376,248209.92,10.91,5.0,1.35,1.24,727.76,6.46,3748.5,21.46,6.26,0.84,320.52,126.01,74.39,14542.0,14464.0,3.26,111.09,420.22,1129.5,0.3,4.4359,4.15,42.69,20.04,75.2,1.43,8.59,0.38,212.6723,3.86,48.7,3.81,3.64,72.91,3.75,1.35,14.28,230.6232,8.56,0.93,32.02,6.73,2.9173,3.67,0.73,1.0,43.66,3690.9495
2021-07-02,134.75,1.33,0.376,248209.92,10.91,5.04,1.35,1.24,729.14,6.46,3754.23,21.5,6.26,0.84,320.54,126.02,74.38,14542.0,14464.0,3.26,111.04,420.27,1129.66,0.3,4.4362,4.15,42.75,20.02,75.21,1.43,8.6,0.38,212.7275,3.87,48.81,3.81,3.64,72.98,3.75,1.35,14.27,230.6827,8.55,0.92,32.04,6.73,2.9174,3.67,0.72,1.0,43.7,3690.9495
2021-07-03,134.71,1.33,0.376,248209.92,10.9,5.07,1.35,1.24,730.52,6.46,3759.97,21.55,6.27,0.84,320.57,126.02,74.37,14542.0,14465.0,3.26,111.0,420.31,1129.82,0.3,4.4365,4.15,42.8,20.01,75.22,1.42,8.61,0.38,212.7827,3.89,48.91,3.81,3.64,73.05,3.75,1.35,14.26,230.7422,8.55,0.92,32.07,6.74,2.9174,3.67,0.72,1.0,43.75,3690.9495
2021-07-04,134.67,1.33,0.376,248209.92,10.89,5.1,1.35,1.24,731.9,6.46,3765.7,21.59,6.27,0.84,320.6,126.03,74.35,14542.0,14465.0,3.26,110.95,420.36,1129.98,0.3,4.4367,4.15,42.86,19.99,75.23,1.42,8.61,0.38,212.8379,3.91,49.02,3.81,3.64,73.12,3.75,1.35,14.25,230.8017,8.54,0.92,32.09,6.75,2.9175,3.67,0.72,1.0,43.79,3690.9495
2021-07-05,134.64,1.32,0.376,248209.92,10.89,5.13,1.34,1.24,733.28,6.46,3771.44,21.63,6.28,0.84,320.63,126.04,74.34,14542.0,14466.0,3.26,110.91,420.41,1130.14,0.3,4.437,4.15,42.92,19.98,75.23,1.42,8.62,0.38,212.8931,3.93,49.12,3.8,3.64,73.19,3.75,1.34,14.24,230.8611,8.53,0.92,32.11,6.75,2.9176,3.67,0.72,1.0,43.84,3690.9495
2021-07-06,134.6,1.32,0.376,248209.92,10.88,5.16,1.34,1.24,734.66,6.46,3777.17,21.67,6.28,0.84,320.65,126.04,74.33,14542.0,14466.0,3.26,110.86,420.46,1130.3,0.3,4.4373,4.15,42.97,19.97,75.24,1.41,8.63,0.38,212.9483,3.94,49.23,3.8,3.64,73.27,3.75,1.34,14.23,230.9206,8.53,0.92,32.13,6.76,2.9177,3.67,0.72,1.0,43.88,3690.9495
2021-07-07,134.89,1.33,0.376,248209.92,10.95,5.23,1.35,1.25,743.25,6.47,3782.27,21.71,6.29,0.85,320.68,126.05,74.74,14542.0,14467.0,3.27,110.5,420.51,1131.8,0.3,4.4376,4.16,43.0,19.99,75.25,1.42,8.66,0.38,213.0035,3.95,49.41,3.82,3.64,74.06,3.75,1.35,14.31,230.9801,8.58,0.92,32.3,6.76,2.9178,3.67,0.72,1.0,44.02,3690.9495
2021-07-08,134.99,1.34,0.376,248209.92,10.96,5.26,1.35,1.25,751.36,6.48,3815.22,21.87,6.28,0.84,320.71,126.06,74.7,14542.0,14468.0,3.28,110.56,420.56,1137.6,0.3,4.4378,4.17,42.99,20.01,75.25,1.43,8.8,0.38,213.0586,3.96,49.79,3.84,3.64,75.2,3.75,1.35,14.38,231.0396,8.63,0.92,32.45,6.77,2.9179,3.67,0.73,1.0,44.02,3690.9495
2021-07-09,134.81,1.35,0.376,248209.92,10.95,5.24,1.35,1.25,753.67,6.49,3850.46,21.76,6.27,0.84,320.73,126.07,74.64,14542.0,14468.0,3.28,109.9,420.61,1143.4,0.3,4.4381,4.19,42.99,19.88,75.26,1.44,8.72,0.38,213.1138,3.96,49.87,3.84,3.64,74.47,3.75,1.35,14.25,231.0991,8.6,0.91,32.66,6.77,2.918,3.67,0.72,1.0,43.85,3690.9495
