Date,Algerian dinar   (DZD),Australian dollar   (AUD),Bahrain dinar   (BHD),Bolivar Fuerte   (VEF),Botswana pula   (BWP),Brazilian real   (BRL),Brunei dollar   (BND),Canadian dollar   (CAD),Chilean peso   (CLP),Chinese yuan   (CNY),Colombian peso   (COP),Czech koruna   (CZK),Danish krone   (DKK),Euro   (EUR),Hungarian forint   (HUF),Icelandic krona   (ISK),Indian rupee   (INR),Indonesian rupiah   (IDR),Iranian rial   (IRR),Israeli New Shekel   (ILS),Japanese yen   (JPY),Kazakhstani tenge   (KZT),Korean won   (KRW),Kuwaiti dinar   (KWD),Libyan dinar   (LYD),Malaysian ringgit   (MYR),Mauritian rupee   (MUR),Mexican peso   (MXN),Nepalese rupee   (NPR),New Zealand dollar   (NZD),Norwegian krone   (NOK),Omani rial   (OMR),Pakistani rupee   (PKR),Peruvian sol   (PEN),Philippine peso   (PHP),Polish zloty   (PLN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Singapore dollar   (SGD),South African rand   (ZAR),Sri Lankan rupee   (LKR),Swedish krona   (SEK),Swiss franc   (CHF),Thai baht   (THB),Trinidadian dollar   (TTD),Tunisian dinar   (TND),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD),Uruguayan peso   (UYU),Bolivar Soberano   (VES)
2012-01-01,76.32,0.97,0.376,4.2893,7.49,1.85,1.29,1.01,518.2,6.3,1942.7,19.73,5.71,0.77,242.16,121.98,53.23,9160.0,11181.0,3.81,76.66,148.4,1155.5,0.28,1.9324,3.15,29.35,13.69,85.19,1.26,5.94,0.38,90.0587,2.7,43.75,3.43,3.64,32.2,3.75,1.29,8.04,113.8998,6.82,0.93,31.46,6.41,1.4987,3.67,0.64,1.0,19.7,3690.9495
2012-01-02,76.32,0.97,0.376,4.2893,7.49,1.85,1.29,1.01,518.2,6.3,1942.7,19.73,5.71,0.77,242.16,121.98,53.23,9160.0,11181.0,3.81,76.66,148.4,1155.5,0.28,1.9324,3.15,29.35,13.69,85.19,1.26,5.94,0.38,90.0587,2.7,43.75,3.43,3.64,32.2,3.75,1.29,8.04,113.8998,6.82,0.93,31.46,6.41,1.4987,3.67,0.64,1.0,19.7,3690.9495
2012-01-03,76.32,0.97,0.376,4.2893,7.49,1.85,1.29,1.01,518.2,6.3,1942.7,19.73,5.71,0.77,242.16,121.98,53.23,9160.0,11181.0,3.81,76.66,148.4,1155.5,0.28,1.9324,3.15,29.35,13.69,85.19,1.26,5.94,0.38,90.0587,2.7,43.75,3.43,3.64,32.2,3.75,1.29,8.04,113.8998,6.82,0.93,31.46,6.41,1.4987,3.67,0.64,1.0,19.7,3690.9495
2012-01-04,76.32,0.97,0.376,4.2893,7.49,1.83,1.29,1.01,514.34,6.3,1915.02,19.89,5.74,0.77,245.0,122.01,53.14,9180.0,11180.0,3.85,76.66,148.4,1150.9,0.28,1.9324,3.14,29.28,13.71,85.15,1.26,5.95,0.38,90.1504,2.7,43.76,3.43,3.64,32.2,3.75,1.29,8.11,113.9,6.82,0.94,31.46,6.41,1.4942,3.67,0.64,1.0,19.69,3690.9495
2012-01-05,76.32,0.97,0.376,4.2893,7.53,1.84,1.29,1.02,512.23,6.31,1898.24,20.19,5.79,0.78,250.28,123.22,52.78,9163.0,11180.0,3.85,76.73,148.23,1147.4,0.28,1.9324,3.14,29.27,13.74,84.9,1.27,5.99,0.38,90.3836,2.69,43.76,3.51,3.64,32.2,3.75,1.29,8.19,113.9,6.85,0.95,31.56,6.39,1.4951,3.67,0.64,1.0,19.71,3690.9495
2012-01-06,76.32,0.98,0.376,4.2893,7.53,1.84,1.29,1.02,511.8,6.32,1884.44,20.23,5.82,0.78,247.05,123.61,52.78,9160.0,11196.0,3.84,77.19,148.08,1150.3,0.28,1.9324,3.15,29.37,13.72,84.49,1.28,6.01,0.38,90.5767,2.69,43.92,3.51,3.64,32.2,3.75,1.29,8.16,113.8998,6.87,0.95,31.64,6.4,1.5046,3.67,0.65,1.0,19.69,3690.9495
2012-01-07,76.39,0.98,0.376,4.2893,7.53,1.84,1.29,1.02,511.05,6.32,1884.45,20.25,5.83,0.78,246.61,123.64,52.76,9169.0,11212.0,3.84,77.11,148.15,1153.0,0.28,1.9324,3.15,29.41,13.73,84.44,1.28,6.01,0.38,90.683,2.69,43.99,3.51,3.64,32.2,3.75,1.29,8.16,113.9,6.89,0.95,31.69,6.4,1.5079,3.67,0.65,1.0,19.68,3690.9495
2012-01-08,76.45,0.98,0.376,4.2893,7.53,1.84,1.3,1.03,510.29,6.32,1884.46,20.27,5.83,0.78,246.17,123.68,52.75,9179.0,11228.0,3.84,77.03,148.22,1155.7,0.28,1.9324,3.16,29.45,13.74,84.4,1.28,6.01,0.38,90.7894,2.69,44.06,3.51,3.64,32.2,3.75,1.3,8.16,113.9,6.9,0.95,31.74,6.4,1.5112,3.67,0.65,1.0,19.66,3690.9495
2012-01-09,76.52,0.98,0.376,4.2893,7.53,1.84,1.3,1.03,509.54,6.32,1884.47,20.28,5.84,0.79,245.73,123.71,52.73,9188.0,11244.0,3.84,76.95,148.29,1158.4,0.28,1.9324,3.16,29.5,13.74,84.35,1.28,6.02,0.38,90.8957,2.69,44.13,3.52,3.64,32.2,3.75,1.3,8.16,113.9,6.92,0.95,31.79,6.39,1.5145,3.67,0.65,1.0,19.65,3690.9495
2012-01-10,76.4,0.97,0.376,4.2893,7.49,1.84,1.29,1.02,512.4,6.32,1884.47,20.13,5.81,0.78,245.52,123.72,52.23,9190.0,11240.0,3.83,76.87,148.54,1164.3,0.28,1.9324,3.14,29.55,13.62,84.05,1.27,5.98,0.38,90.4202,2.69,44.25,3.51,3.64,31.87,3.75,1.29,8.09,113.9,6.91,0.95,31.71,6.39,1.5197,3.67,0.65,1.0,19.59,3690.9495
2012-01-11,76.64,0.97,0.376,4.2893,7.52,1.8,1.29,1.02,508.76,6.32,1865.07,20.32,5.85,0.79,243.23,124.24,51.75,9200.0,11252.0,3.85,76.92,148.59,1158.7,0.28,1.9324,3.15,29.57,13.66,83.45,1.26,6.02,0.38,89.998,2.69,43.98,3.49,3.64,31.69,3.75,1.29,8.14,113.9,6.9,0.95,31.73,6.4,1.5169,3.67,0.65,1.0,19.56,3690.9495
2012-01-12,76.49,0.97,0.376,4.2893,7.47,1.8,1.29,1.02,506.91,6.32,1854.17,20.08,5.84,0.79,243.33,124.54,51.83,9210.0,11262.0,3.84,76.91,148.4,1159.4,0.28,1.9324,3.14,29.54,13.6,82.65,1.25,6.03,0.38,90.1121,2.69,44.01,3.49,3.64,31.68,3.75,1.29,8.03,113.8984,6.94,0.95,31.83,6.42,1.5242,3.67,0.65,1.0,19.59,3690.9495
2012-01-13,76.5,0.97,0.376,4.2893,7.47,1.79,1.29,1.02,501.47,6.32,1842.47,19.92,5.82,0.78,241.04,124.58,51.43,9180.0,11268.0,3.83,76.79,148.52,1158.8,0.28,1.9324,3.13,29.53,13.63,82.91,1.26,6.02,0.38,90.2692,2.69,44.02,3.43,3.64,31.58,3.75,1.29,8.05,113.9,6.91,0.95,31.78,6.42,1.5274,3.67,0.65,1.0,19.6,3690.9495
2012-01-14,76.54,0.97,0.376,4.2893,7.47,1.79,1.29,1.02,501.35,6.32,1842.18,19.95,5.82,0.78,241.54,124.62,51.34,9187.0,11274.0,3.83,76.8,148.48,1157.6,0.28,1.9324,3.13,29.54,13.59,82.79,1.26,6.02,0.38,90.2966,2.69,44.0,3.43,3.64,31.57,3.75,1.29,8.04,113.8987,6.92,0.95,31.79,6.41,1.5289,3.67,0.65,1.0,19.59,3690.9495
2012-01-15,76.58,0.97,0.376,4.2893,7.47,1.79,1.29,1.02,501.23,6.32,1841.89,19.99,5.82,0.78,242.04,124.67,51.25,9194.0,11279.0,3.83,76.81,148.44,1156.4,0.28,1.9324,3.13,29.55,13.54,82.68,1.26,6.01,0.38,90.3239,2.69,43.97,3.43,3.64,31.56,3.75,1.29,8.03,113.8987,6.92,0.95,31.8,6.4,1.5304,3.67,0.65,1.0,19.57,3690.9495
2012-01-16,76.62,0.97,0.376,4.2893,7.47,1.78,1.29,1.02,501.11,6.32,1841.6,20.02,5.82,0.78,242.54,124.72,51.16,9201.0,11284.0,3.83,76.82,148.4,1155.2,0.28,1.9324,3.13,29.55,13.5,82.56,1.26,6.0,0.38,90.3512,2.69,43.94,3.42,3.64,31.55,3.75,1.29,8.02,113.8987,6.93,0.95,31.82,6.39,1.5318,3.67,0.65,1.0,19.56,3690.9495
2012-01-17,76.67,0.96,0.376,4.2893,7.46,1.78,1.29,1.01,500.99,6.32,1841.31,20.05,5.81,0.78,243.04,124.76,51.07,9208.0,11290.0,3.83,76.83,148.36,1154.0,0.28,1.9324,3.13,29.56,13.46,82.44,1.26,5.99,0.38,90.3786,2.69,43.92,3.42,3.64,31.54,3.75,1.29,8.02,113.8987,6.93,0.95,31.83,6.37,1.5333,3.67,0.65,1.0,19.55,3690.9495
2012-01-18,76.59,0.96,0.376,4.2893,7.46,1.78,1.28,1.01,496.68,6.32,1836.34,19.92,5.8,0.78,239.56,124.52,50.67,9160.0,11288.0,3.81,76.69,148.35,1147.0,0.28,1.9324,3.12,29.56,13.33,81.53,1.25,6.0,0.38,90.3875,2.69,43.69,3.4,3.64,31.54,3.75,1.28,8.04,113.8996,6.92,0.94,31.79,6.4,1.527,3.67,0.65,1.0,19.53,3690.9495
2012-01-19,76.45,0.96,0.376,4.2893,7.4,1.78,1.28,1.01,497.05,6.32,1827.24,19.6,5.76,0.77,234.97,124.06,50.29,9075.0,11289.0,3.78,76.76,148.3,1143.1,0.28,1.9324,3.1,29.49,13.25,81.2,1.25,5.93,0.38,90.239,2.69,43.51,3.37,3.64,31.48,3.75,1.28,7.93,113.9,6.84,0.94,31.72,6.4,1.5262,3.67,0.65,1.0,19.53,3690.9495
2012-01-20,76.46,0.96,0.376,4.2893,7.42,1.76,1.27,1.01,491.93,6.31,1821.86,19.74,5.76,0.78,236.49,124.02,50.33,8955.0,11292.0,3.78,77.12,148.2,1136.4,0.28,1.9324,3.1,29.42,13.22,80.54,1.25,5.94,0.38,90.1899,2.69,43.34,3.35,3.64,31.29,3.75,1.27,7.96,113.9025,6.78,0.94,31.54,6.4,1.5191,3.67,0.65,1.0,19.56,3690.9495
2012-01-21,76.37,0.96,0.376,4.2893,7.41,1.77,1.27,1.01,491.82,6.31,1824.16,19.65,5.75,0.77,235.94,123.93,50.3,8963.0,11295.0,3.78,77.09,148.24,1136.07,0.28,1.9324,3.1,29.41,13.2,80.53,1.24,5.92,0.38,90.1955,2.69,43.33,3.35,3.64,31.3,3.75,1.27,7.96,113.9,6.78,0.93,31.53,6.4,1.5189,3.67,0.65,1.0,19.57,3690.9495
2012-01-22,76.29,0.96,0.376,4.2893,7.4,1.77,1.27,1.01,491.7,6.31,1826.45,19.56,5.73,0.77,235.38,123.84,50.27,8970.0,11297.0,3.78,77.05,148.28,1135.73,0.28,1.9324,3.09,29.39,13.17,80.51,1.24,5.9,0.38,90.2012,2.69,43.32,3.34,3.64,31.32,3.75,1.27,7.95,113.9,6.78,0.93,31.52,6.4,1.5188,3.67,0.64,1.0,19.57,3690.9495
2012-01-23,76.2,0.95,0.376,4.2893,7.39,1.77,1.27,1.01,491.59,6.31,1828.75,19.47,5.71,0.77,234.83,123.75,50.24,8978.0,11300.0,3.78,77.02,148.32,1135.4,0.28,1.9324,3.09,29.38,13.14,80.5,1.24,5.89,0.38,90.2068,2.69,43.31,3.34,3.64,31.33,3.75,1.27,7.94,113.9,6.78,0.93,31.5,6.4,1.5186,3.67,0.64,1.0,19.57,3690.9495
2012-01-24,76.33,0.95,0.376,4.2893,7.43,1.75,1.27,1.01,487.87,6.31,1811.55,19.55,5.72,0.77,231.56,123.62,49.97,8985.0,11296.0,3.79,76.99,148.44,1135.0,0.28,1.9324,3.09,29.36,13.17,80.35,1.23,5.87,0.38,90.2484,2.69,43.3,3.3,3.64,30.88,3.75,1.27,7.99,113.9,6.75,0.93,31.43,6.38,1.513,3.67,0.64,1.0,19.68,3690.9495
2012-01-25,76.11,0.95,0.376,4.2893,7.46,1.76,1.27,1.01,492.96,6.31,1814.58,19.6,5.74,0.77,229.96,123.94,50.02,9018.0,11293.0,3.78,77.95,148.42,1134.7,0.28,1.9324,3.08,29.27,13.13,80.28,1.23,5.94,0.38,90.1915,2.69,43.19,3.3,3.64,30.67,3.75,1.27,8.04,113.8876,6.77,0.93,31.51,6.4,1.5106,3.67,0.64,1.0,19.72,3690.9495
2012-01-26,75.89,0.95,0.376,4.2893,7.32,1.76,1.26,1.0,493.58,6.31,1814.69,19.18,5.66,0.76,223.22,122.63,49.84,8995.0,9235.0,3.76,77.76,148.61,1126.3,0.28,1.9324,3.04,29.2,12.93,80.0,1.22,5.82,0.38,90.2405,2.69,43.08,3.22,3.64,30.36,3.75,1.26,7.83,113.8988,6.75,0.92,31.36,6.39,1.5128,3.67,0.64,1.0,19.62,3690.9495
2012-01-27,75.46,0.94,0.376,4.2893,7.28,1.74,1.26,1.0,485.64,6.31,1801.88,19.14,5.66,0.76,224.14,123.04,49.65,8980.0,9991.0,3.77,77.38,148.35,1121.6,0.28,1.9324,3.04,29.18,12.95,80.15,1.22,5.82,0.38,90.2459,2.69,42.87,3.22,3.64,30.36,3.75,1.26,7.77,113.9,6.78,0.92,31.31,6.41,1.5105,3.67,0.64,1.0,19.59,3690.9495
2012-01-28,75.48,0.94,0.376,4.2893,7.3,1.74,1.26,1.0,485.54,6.31,1804.77,19.18,5.66,0.76,224.5,123.12,49.6,8982.0,10747.0,3.77,77.15,148.36,1122.33,0.28,1.9324,3.04,29.16,12.97,79.73,1.22,5.83,0.38,90.2781,2.69,42.87,3.23,3.64,30.36,3.75,1.26,7.8,113.8954,6.78,0.92,31.24,6.4,1.5082,3.67,0.64,1.0,19.6,3690.9495
2012-01-29,75.5,0.94,0.376,4.2893,7.32,1.74,1.26,1.0,485.45,6.31,1807.66,19.23,5.67,0.76,224.87,123.19,49.55,8983.0,11504.0,3.77,76.91,148.36,1123.07,0.28,1.9324,3.04,29.14,12.99,79.32,1.22,5.84,0.38,90.3104,2.69,42.86,3.23,3.64,30.36,3.75,1.26,7.83,113.8954,6.78,0.92,31.17,6.4,1.506,3.67,0.64,1.0,19.62,3690.9495
2012-01-30,75.52,0.94,0.376,4.2893,7.34,1.74,1.25,1.0,485.35,6.31,1810.55,19.27,5.67,0.76,225.23,123.27,49.5,8985.0,12260.0,3.77,76.68,148.37,1123.8,0.28,1.9324,3.04,29.13,13.01,78.9,1.21,5.86,0.38,90.3426,2.69,42.86,3.24,3.64,30.36,3.75,1.25,7.86,113.8954,6.78,0.92,31.1,6.39,1.5037,3.67,0.64,1.0,19.63,3690.9495
2012-01-31,75.34,0.94,0.376,4.2893,7.29,1.75,1.25,1.01,488.99,6.31,1815.08,19.11,5.64,0.76,222.55,122.84,49.68,9000.0,12260.0,3.73,76.36,148.6,1125.0,0.28,1.9324,3.05,29.13,13.01,78.9,1.22,5.81,0.38,90.3818,2.69,42.95,3.2,3.64,30.31,3.75,1.25,7.78,113.9,6.75,0.91,31.04,6.39,1.5057,3.67,0.63,1.0,19.61,3690.9495
2012-02-01,75.21,0.94,0.376,4.2893,7.26,1.74,1.26,1.0,488.75,6.31,1805.98,19.09,5.64,0.76,223.31,123.2,49.53,9022.0,12260.0,3.74,76.2,148.56,1125.8,0.28,1.9324,3.05,29.08,12.89,79.0,1.21,5.81,0.38,90.4484,2.69,42.92,3.19,3.64,30.41,3.75,1.26,7.74,113.8997,6.79,0.92,31.03,6.38,1.5014,3.67,0.63,1.0,19.55,3690.9495
2012-02-02,75.08,0.93,0.376,4.2893,7.26,1.74,1.25,1.0,487.73,6.31,1767.68,19.2,5.68,0.76,222.64,123.04,49.13,8892.0,12260.0,3.73,76.14,148.7,1126.4,0.28,1.9324,3.02,29.04,12.8,79.09,1.2,5.84,0.38,90.3732,2.69,42.9,3.2,3.64,30.19,3.75,1.25,7.71,113.8984,6.73,0.92,30.91,6.38,1.5064,3.67,0.63,1.0,19.49,3690.9495
2012-02-03,74.95,0.94,0.376,4.2893,7.2,1.73,1.25,0.99,483.7,6.31,1771.95,19.05,5.65,0.76,221.21,122.72,48.96,8995.0,12260.0,3.72,76.19,148.61,1118.5,0.28,1.9324,3.02,29.04,12.71,78.46,1.2,5.81,0.38,90.4427,2.69,42.71,3.18,3.64,30.24,3.75,1.25,7.62,113.8996,6.73,0.92,30.94,6.4,1.5061,3.67,0.63,1.0,19.48,3690.9495
2012-02-04,74.94,0.94,0.376,4.2893,7.21,1.73,1.25,0.99,482.01,6.31,1776.22,19.08,5.67,0.76,222.37,123.08,48.87,8993.0,12260.0,3.72,76.38,148.65,1118.63,0.28,1.9324,3.02,29.05,12.7,78.27,1.2,5.81,0.38,90.4666,2.69,42.72,3.19,3.64,30.24,3.75,1.25,7.62,114.0592,6.73,0.92,30.94,6.4,1.5056,3.67,0.63,1.0,19.47,3690.9495
2012-02-05,74.94,0.93,0.376,4.2893,7.21,1.73,1.25,1.0,480.33,6.31,1780.5,19.12,5.68,0.76,223.52,123.43,48.77,8990.0,12260.0,3.72,76.56,148.68,1118.77,0.28,1.9324,3.02,29.06,12.68,78.09,1.2,5.82,0.38,90.4904,2.69,42.72,3.2,3.64,30.23,3.75,1.25,7.63,114.0592,6.73,0.92,30.93,6.4,1.5052,3.67,0.63,1.0,19.47,3690.9495
2012-02-06,74.94,0.93,0.376,4.2893,7.22,1.72,1.24,1.0,478.64,6.31,1784.77,19.15,5.7,0.77,224.68,123.79,48.68,8988.0,12260.0,3.72,76.75,148.72,1118.9,0.28,1.9324,3.01,29.08,12.66,77.9,1.2,5.82,0.38,90.5143,2.69,42.73,3.21,3.64,30.23,3.75,1.24,7.64,114.0592,6.73,0.92,30.92,6.4,1.5047,3.67,0.63,1.0,19.46,3690.9495
2012-02-07,74.94,0.93,0.376,4.2893,7.19,1.72,1.25,0.99,481.09,6.31,1787.96,19.07,5.67,0.76,221.82,123.07,48.92,8998.0,12260.0,3.73,76.71,148.66,1119.9,0.28,1.9324,3.01,29.07,12.65,78.45,1.2,5.81,0.38,90.6905,2.69,42.64,3.18,3.64,30.09,3.75,1.25,7.59,114.1749,6.72,0.92,30.94,6.38,1.5102,3.67,0.63,1.0,19.45,3690.9495
2012-02-08,74.8,0.93,0.376,4.2893,7.15,1.73,1.24,1.0,479.98,6.3,1783.34,18.68,5.6,0.75,218.21,122.09,49.07,8988.0,12260.0,3.7,76.95,148.63,1121.5,0.28,1.9324,3.0,29.06,12.68,78.34,1.2,5.75,0.38,90.7132,2.69,42.54,3.15,3.64,29.69,3.75,1.24,7.55,114.2906,6.66,0.91,30.79,6.39,1.5045,3.67,0.63,1.0,19.45,3690.9495
2012-02-09,74.73,0.93,0.376,4.2893,7.2,1.72,1.24,0.99,477.13,6.3,1778.9,18.81,5.59,0.75,219.26,122.09,49.29,8910.0,12260.0,3.72,77.16,148.59,1116.7,0.28,1.9324,3.01,29.0,12.72,78.59,1.2,5.74,0.38,90.7442,2.68,42.28,3.15,3.64,29.68,3.75,1.24,7.64,114.3,6.64,0.91,30.74,6.4,1.4963,3.67,0.63,1.0,19.46,3690.9495
2012-02-10,74.84,0.93,0.376,4.2893,7.27,1.72,1.26,1.0,475.29,6.29,1774.96,19.14,5.64,0.76,220.5,122.19,49.64,8993.0,12260.0,3.71,77.64,148.49,1117.8,0.28,1.9324,3.03,28.96,12.79,78.95,1.2,5.78,0.38,90.7134,2.68,42.19,3.17,3.64,29.89,3.75,1.26,7.72,114.4596,6.65,0.91,30.82,6.41,1.4954,3.67,0.63,1.0,19.47,3690.9495
2012-02-11,74.84,0.93,0.376,4.2893,7.26,1.72,1.26,1.0,476.32,6.29,1778.5,19.06,5.63,0.76,220.21,122.15,49.53,9003.0,12260.0,3.71,77.64,148.45,1118.93,0.28,1.9324,3.03,28.96,12.77,78.98,1.2,5.75,0.38,90.7561,2.68,42.24,3.17,3.64,29.89,3.75,1.26,7.7,114.9382,6.64,0.91,30.82,6.41,1.4975,3.67,0.63,1.0,19.47,3690.9495
2012-02-12,74.84,0.93,0.376,4.2893,7.24,1.72,1.25,1.0,477.36,6.29,1782.05,18.98,5.62,0.76,219.93,122.12,49.43,9013.0,12260.0,3.72,77.63,148.41,1120.07,0.28,1.9324,3.03,28.96,12.75,79.02,1.2,5.73,0.38,90.7987,2.68,42.3,3.17,3.64,29.89,3.75,1.25,7.68,114.9382,6.64,0.91,30.83,6.41,1.4996,3.67,0.63,1.0,19.47,3690.9495
2012-02-13,74.84,0.93,0.376,4.2893,7.23,1.73,1.25,1.0,478.39,6.29,1785.59,18.9,5.61,0.75,219.64,122.08,49.32,9023.0,12260.0,3.72,77.63,148.37,1121.2,0.28,1.9324,3.03,28.95,12.74,79.05,1.21,5.71,0.38,90.8414,2.68,42.35,3.16,3.64,29.89,3.75,1.25,7.67,114.9382,6.63,0.91,30.83,6.4,1.5017,3.67,0.63,1.0,19.47,3690.9495
2012-02-14,75.01,0.94,0.376,4.2893,7.27,1.72,1.26,1.0,478.2,6.29,1778.12,19.05,5.64,0.76,220.8,122.53,49.33,9037.0,12260.0,3.74,77.9,148.37,1123.2,0.28,1.9324,3.04,28.97,12.78,78.69,1.2,5.72,0.38,90.8774,2.68,42.46,3.18,3.64,30.09,3.75,1.26,7.71,116.1085,6.68,0.92,30.85,6.4,1.498,3.67,0.64,1.0,19.5,3690.9495
2012-02-15,75.15,0.93,0.376,4.2893,7.27,1.72,1.26,1.0,482.99,6.3,1785.24,19.24,5.68,0.76,220.2,123.0,49.25,9040.0,12260.0,3.73,78.51,148.37,1123.6,0.28,1.9324,3.03,29.01,12.77,78.81,1.2,5.75,0.38,90.7235,2.68,42.64,3.17,3.64,29.94,3.75,1.26,7.68,119.1514,6.68,0.92,30.85,6.38,1.5041,3.67,0.64,1.0,19.5,3690.9495
2012-02-16,75.12,0.94,0.376,4.2893,7.37,1.72,1.27,1.0,482.75,6.3,1791.29,19.46,5.73,0.77,225.95,124.26,49.23,8995.0,12260.0,3.77,78.43,148.29,1131.9,0.28,1.9324,3.05,29.06,12.88,78.8,1.2,5.82,0.38,90.7261,2.68,42.73,3.25,3.64,30.21,3.75,1.27,7.86,119.8908,6.76,0.93,30.85,6.4,1.5076,3.67,0.64,1.0,19.5,3690.9495
2012-02-17,74.88,0.93,0.376,4.2893,7.29,1.73,1.26,1.0,486.59,6.3,1792.92,19.0,5.65,0.76,220.51,123.39,49.21,9028.0,12260.0,3.75,79.07,148.12,1127.8,0.28,1.9324,3.05,29.07,12.79,78.85,1.2,5.7,0.38,90.8054,2.68,42.84,3.18,3.64,30.0,3.75,1.26,7.74,119.3708,6.72,0.92,30.82,6.41,1.5193,3.67,0.63,1.0,19.49,3690.9495
2012-02-18,74.8,0.93,0.376,4.2893,7.29,1.73,1.26,1.0,485.49,6.3,1789.64,18.96,5.64,0.76,219.47,123.43,49.18,9032.0,12260.0,3.75,79.24,148.12,1126.53,0.28,1.9324,3.04,29.07,12.77,78.81,1.2,5.7,0.38,90.8281,2.68,42.76,3.17,3.64,29.94,3.75,1.26,7.74,118.5696,6.7,0.92,30.8,6.41,1.5154,3.67,0.63,1.0,19.48,3690.9495
2012-02-19,74.72,0.93,0.376,4.2893,7.28,1.72,1.26,1.0,484.38,6.3,1786.36,18.92,5.64,0.76,218.42,123.48,49.14,9036.0,12260.0,3.75,79.4,148.12,1125.25,0.28,1.9324,3.04,29.06,12.76,78.78,1.2,5.69,0.38,90.8508,2.68,42.67,3.16,3.64,29.89,3.75,1.26,7.73,118.5696,6.69,0.92,30.78,6.4,1.5115,3.67,0.63,1.0,19.47,3690.9495
2012-02-20,74.64,0.93,0.376,4.2893,7.28,1.72,1.26,1.0,483.28,6.3,1783.09,18.88,5.63,0.76,217.38,123.52,49.11,9041.0,12260.0,3.74,79.56,148.11,1123.97,0.28,1.9324,3.03,29.05,12.75,78.74,1.19,5.69,0.38,90.8736,2.68,42.58,3.16,3.64,29.83,3.75,1.26,7.73,118.5696,6.67,0.92,30.76,6.4,1.5076,3.67,0.63,1.0,19.46,3690.9495
2012-02-21,74.56,0.93,0.376,4.2893,7.28,1.71,1.25,1.0,482.18,6.3,1779.81,18.84,5.62,0.76,216.34,123.56,49.08,9045.0,12260.0,3.74,79.73,148.11,1122.7,0.28,1.9324,3.02,29.05,12.74,78.7,1.19,5.69,0.38,90.8963,2.68,42.5,3.15,3.64,29.78,3.75,1.25,7.73,118.5696,6.65,0.91,30.74,6.39,1.5037,3.67,0.63,1.0,19.45,3690.9495
2012-02-22,74.58,0.94,0.376,4.2893,7.28,1.71,1.26,1.0,481.5,6.3,1777.59,19.02,5.62,0.76,217.05,123.87,49.25,9059.0,12260.0,3.75,80.04,148.02,1124.3,0.28,1.9324,3.03,29.01,12.83,78.7,1.2,5.67,0.38,90.8395,2.68,42.63,3.16,3.64,29.77,3.75,1.26,7.72,118.4706,6.64,0.91,30.63,6.39,1.5044,3.67,0.64,1.0,19.44,3690.9495
2012-02-23,74.47,0.94,0.376,4.2893,7.26,1.71,1.26,1.0,483.57,6.3,1781.57,18.85,5.59,0.75,216.26,124.22,49.25,9070.0,12260.0,3.76,80.19,148.01,1126.3,0.28,1.9324,3.02,28.97,12.83,78.7,1.21,5.62,0.38,90.8058,2.68,42.77,3.14,3.64,29.77,3.75,1.26,7.69,118.6797,6.64,0.91,30.46,6.38,1.505,3.67,0.64,1.0,19.42,3690.9495
2012-02-24,74.5,0.93,0.376,4.2893,7.19,1.7,1.25,1.0,481.08,6.3,1776.11,18.66,5.54,0.75,215.59,124.0,49.07,9070.0,12260.0,3.76,80.55,147.83,1128.3,0.28,1.9324,3.01,28.92,12.87,78.75,1.2,5.58,0.38,90.8461,2.68,42.77,3.11,3.64,29.45,3.75,1.25,7.58,119.1422,6.62,0.9,30.33,6.4,1.5015,3.67,0.63,1.0,19.37,3690.9495
2012-02-25,74.52,0.93,0.376,4.2893,7.2,1.71,1.25,1.0,480.41,6.3,1774.88,18.68,5.55,0.75,216.27,124.22,49.06,9083.0,12260.0,3.77,80.75,147.76,1127.1,0.28,1.9324,3.01,28.9,12.87,78.6,1.2,5.58,0.38,90.878,2.68,42.75,3.11,3.64,29.34,3.75,1.25,7.6,119.8025,6.6,0.9,30.36,6.4,1.4986,3.67,0.63,1.0,19.37,3690.9495
2012-02-26,74.55,0.93,0.376,4.2893,7.21,1.71,1.26,1.0,479.75,6.3,1773.65,18.69,5.55,0.75,216.96,124.45,49.06,9097.0,12260.0,3.79,80.95,147.69,1125.9,0.28,1.9324,3.01,28.88,12.87,78.45,1.2,5.59,0.38,90.9098,2.68,42.73,3.12,3.64,29.23,3.75,1.26,7.62,119.8025,6.59,0.9,30.4,6.4,1.4956,3.67,0.63,1.0,19.36,3690.9495
2012-02-27,74.57,0.94,0.376,4.2893,7.22,1.71,1.26,1.0,479.08,6.3,1772.42,18.71,5.55,0.75,217.64,124.67,49.05,9110.0,12260.0,3.8,81.15,147.62,1124.7,0.28,1.9324,3.02,28.85,12.88,78.3,1.19,5.6,0.38,90.9417,2.68,42.72,3.12,3.64,29.13,3.75,1.26,7.64,119.8025,6.58,0.9,30.44,6.4,1.4927,3.67,0.63,1.0,19.35,3690.9495
2012-02-28,74.47,0.93,0.376,4.2893,7.14,1.71,1.25,1.0,481.27,6.3,1777.27,18.51,5.53,0.74,216.09,124.72,49.14,9158.0,12260.0,3.78,80.25,147.62,1128.4,0.28,1.9324,3.01,28.8,12.86,78.6,1.19,5.56,0.38,90.9618,2.68,43.04,3.1,3.64,28.95,3.75,1.25,7.53,120.5922,6.56,0.9,30.4,6.38,1.4946,3.67,0.63,1.0,19.3,3690.9495
